Name;Station;Time;Air temperature;Mean wind speed;Wind direction;Cloud cover;Relative air humidity
Svalbard Lufthavn;SN99840;15.01.2021 00:00;-5.3;3.3;115;-;87
Svalbard Lufthavn;SN99840;15.01.2021 01:00;-4.3;1.8;112;7;87
Svalbard Lufthavn;SN99840;15.01.2021 02:00;-4.1;1.4;101;-;89
Svalbard Lufthavn;SN99840;15.01.2021 03:00;-4.4;3.1;236;-;87
Svalbard Lufthavn;SN99840;15.01.2021 04:00;-3.2;1.9;250;7;81
Svalbard Lufthavn;SN99840;15.01.2021 05:00;-4.4;3.1;217;-;81
Svalbard Lufthavn;SN99840;15.01.2021 06:00;-4.9;2.3;236;-;86
Svalbard Lufthavn;SN99840;15.01.2021 07:00;-4.8;3;14;7;87
Svalbard Lufthavn;SN99840;15.01.2021 08:00;-4;1.8;107;-;87
Svalbard Lufthavn;SN99840;15.01.2021 09:00;-4.6;2.6;98;-;89
Svalbard Lufthavn;SN99840;15.01.2021 10:00;-4.2;2.4;108;7;86
Svalbard Lufthavn;SN99840;15.01.2021 11:00;-3.6;3.2;328;-;86
Svalbard Lufthavn;SN99840;15.01.2021 12:00;-3.7;4.7;310;-;90
Svalbard Lufthavn;SN99840;15.01.2021 13:00;-3.8;3.8;336;7;92
Svalbard Lufthavn;SN99840;15.01.2021 14:00;-3.8;3.1;319;-;91
Svalbard Lufthavn;SN99840;15.01.2021 15:00;-4;2.9;326;-;92
Svalbard Lufthavn;SN99840;15.01.2021 16:00;-4.3;2.6;321;7;92
Svalbard Lufthavn;SN99840;15.01.2021 17:00;-4.4;1;280;-;92
Svalbard Lufthavn;SN99840;15.01.2021 18:00;-4.5;1.9;345;-;92
Svalbard Lufthavn;SN99840;15.01.2021 19:00;-4.6;1.2;351;7;89
Svalbard Lufthavn;SN99840;15.01.2021 20:00;-4.9;1.6;130;-;90
Svalbard Lufthavn;SN99840;15.01.2021 21:00;-5.5;1.7;98;-;83
Svalbard Lufthavn;SN99840;15.01.2021 22:00;-6.7;3.4;105;6;80
Svalbard Lufthavn;SN99840;15.01.2021 23:00;-7.7;3.7;97;-;88
Svalbard Lufthavn;SN99840;16.01.2021 00:00;-9;3.3;110;-;87
Svalbard Lufthavn;SN99840;16.01.2021 01:00;-10.4;2.8;105;3;88
Svalbard Lufthavn;SN99840;16.01.2021 02:00;-10;3.8;104;-;83
Svalbard Lufthavn;SN99840;16.01.2021 03:00;-9.8;3.2;91;-;87
Svalbard Lufthavn;SN99840;16.01.2021 04:00;-9;4.5;103;4;81
Svalbard Lufthavn;SN99840;16.01.2021 05:00;-9.9;4.7;105;-;87
Svalbard Lufthavn;SN99840;16.01.2021 06:00;-11.5;4.8;106;-;87
Svalbard Lufthavn;SN99840;16.01.2021 07:00;-12.1;4.5;105;3;88
Svalbard Lufthavn;SN99840;16.01.2021 08:00;-10.8;3.2;105;-;89
Svalbard Lufthavn;SN99840;16.01.2021 09:00;-10.6;2.2;128;-;86
Svalbard Lufthavn;SN99840;16.01.2021 10:00;-10.1;1.8;117;5;85
Svalbard Lufthavn;SN99840;16.01.2021 11:00;-10.1;4.3;109;-;86
Svalbard Lufthavn;SN99840;16.01.2021 12:00;-8.8;3.5;106;-;82
Svalbard Lufthavn;SN99840;16.01.2021 13:00;-8.6;3.2;87;7;80
Svalbard Lufthavn;SN99840;16.01.2021 14:00;-8.3;2.8;114;-;80
Svalbard Lufthavn;SN99840;16.01.2021 15:00;-7.7;2;103;-;77
Svalbard Lufthavn;SN99840;16.01.2021 16:00;-8.4;2.2;117;7;80
Svalbard Lufthavn;SN99840;16.01.2021 17:00;-8.7;2.8;135;-;83
Svalbard Lufthavn;SN99840;16.01.2021 18:00;-7.4;1.9;119;-;78
Svalbard Lufthavn;SN99840;16.01.2021 19:00;-7.9;2;126;7;79
Svalbard Lufthavn;SN99840;16.01.2021 20:00;-7.7;1.9;131;-;79
Svalbard Lufthavn;SN99840;16.01.2021 21:00;-8.4;3.3;116;-;81
Svalbard Lufthavn;SN99840;16.01.2021 22:00;-8.9;4;105;7;83
Svalbard Lufthavn;SN99840;16.01.2021 23:00;-8.7;5.6;100;-;84
Svalbard Lufthavn;SN99840;17.01.2021 00:00;-7.7;2.7;152;-;82
Svalbard Lufthavn;SN99840;17.01.2021 01:00;-6.5;2;117;7;74
Svalbard Lufthavn;SN99840;17.01.2021 02:00;-5.9;4.4;102;-;76
Svalbard Lufthavn;SN99840;17.01.2021 03:00;-6.2;2.5;113;-;81
Svalbard Lufthavn;SN99840;17.01.2021 04:00;-6.2;5.2;105;7;81
Svalbard Lufthavn;SN99840;17.01.2021 05:00;-6.1;5.4;100;-;83
Svalbard Lufthavn;SN99840;17.01.2021 06:00;-6.2;6.3;106;-;81
Svalbard Lufthavn;SN99840;17.01.2021 07:00;-4.8;4.9;103;7;82
Svalbard Lufthavn;SN99840;17.01.2021 08:00;-4.1;2;93;-;79
Svalbard Lufthavn;SN99840;17.01.2021 09:00;-3.8;1.7;127;-;84
Svalbard Lufthavn;SN99840;17.01.2021 10:00;-3.2;7;111;7;78
Svalbard Lufthavn;SN99840;17.01.2021 11:00;-3.7;9.9;109;-;72
Svalbard Lufthavn;SN99840;17.01.2021 12:00;-4.4;11.9;111;-;74
Svalbard Lufthavn;SN99840;17.01.2021 13:00;-4.7;11.8;110;7;69
Svalbard Lufthavn;SN99840;17.01.2021 14:00;-4.6;12.6;109;-;68
Svalbard Lufthavn;SN99840;17.01.2021 15:00;-4.5;11.6;107;-;67
Svalbard Lufthavn;SN99840;17.01.2021 16:00;-4.6;13.2;104;7;68
Svalbard Lufthavn;SN99840;17.01.2021 17:00;-4.8;14.8;115;-;73
Svalbard Lufthavn;SN99840;17.01.2021 18:00;-5.2;14.8;115;-;72
Svalbard Lufthavn;SN99840;17.01.2021 19:00;-5.5;15.1;116;7;71
Svalbard Lufthavn;SN99840;17.01.2021 20:00;-5.8;13.8;114;-;70
Svalbard Lufthavn;SN99840;17.01.2021 21:00;-6.3;14.9;115;-;68
Svalbard Lufthavn;SN99840;17.01.2021 22:00;-6.7;14.9;119;4;69
Svalbard Lufthavn;SN99840;17.01.2021 23:00;-6.7;15.1;116;-;66
Svalbard Lufthavn;SN99840;18.01.2021 00:00;-7.3;14;119;-;70
Svalbard Lufthavn;SN99840;18.01.2021 01:00;-7.2;13.7;120;6;65
Svalbard Lufthavn;SN99840;18.01.2021 02:00;-7.6;14.6;118;-;64
Svalbard Lufthavn;SN99840;18.01.2021 03:00;-7.7;13.4;123;-;65
Svalbard Lufthavn;SN99840;18.01.2021 04:00;-7.6;12.6;122;6;63
Svalbard Lufthavn;SN99840;18.01.2021 05:00;-8;13;117;-;62
Svalbard Lufthavn;SN99840;18.01.2021 06:00;-8;14.4;115;-;66
Svalbard Lufthavn;SN99840;18.01.2021 07:00;-8.3;14.8;118;6;66
Svalbard Lufthavn;SN99840;18.01.2021 08:00;-8.4;14.4;120;-;66
Svalbard Lufthavn;SN99840;18.01.2021 09:00;-8.5;13.1;121;-;64
Svalbard Lufthavn;SN99840;18.01.2021 10:00;-8.5;13.6;120;2;65
Svalbard Lufthavn;SN99840;18.01.2021 11:00;-8.1;12.1;122;-;66
Svalbard Lufthavn;SN99840;18.01.2021 12:00;-7.9;11.7;121;-;68
Svalbard Lufthavn;SN99840;18.01.2021 13:00;-7.8;12.1;118;2;69
Svalbard Lufthavn;SN99840;18.01.2021 14:00;-7.8;12.2;124;-;67
Svalbard Lufthavn;SN99840;18.01.2021 15:00;-8;11.5;120;-;66
Svalbard Lufthavn;SN99840;18.01.2021 16:00;-8;11.5;122;1;67
Svalbard Lufthavn;SN99840;18.01.2021 17:00;-7.9;12;119;-;66
Svalbard Lufthavn;SN99840;18.01.2021 18:00;-7.6;11.6;119;-;65
Svalbard Lufthavn;SN99840;18.01.2021 19:00;-7.4;11.9;119;1;65
Svalbard Lufthavn;SN99840;18.01.2021 20:00;-7.3;11.7;119;-;68
Svalbard Lufthavn;SN99840;18.01.2021 21:00;-7.1;10.5;119;-;66
Svalbard Lufthavn;SN99840;18.01.2021 22:00;-7.4;11.2;118;1;65
Svalbard Lufthavn;SN99840;18.01.2021 23:00;-7.7;12.1;123;-;65
Svalbard Lufthavn;SN99840;19.01.2021 00:00;-8;12.9;120;-;65
Svalbard Lufthavn;SN99840;19.01.2021 01:00;-8.2;12.4;117;2;66
Svalbard Lufthavn;SN99840;19.01.2021 02:00;-8.2;12.3;122;-;66
Svalbard Lufthavn;SN99840;19.01.2021 03:00;-8.1;11.2;120;-;65
Svalbard Lufthavn;SN99840;19.01.2021 04:00;-8.1;12.2;120;1;65
Svalbard Lufthavn;SN99840;19.01.2021 05:00;-8.1;11;125;-;63
Svalbard Lufthavn;SN99840;19.01.2021 06:00;-7.8;11.9;124;-;65
Svalbard Lufthavn;SN99840;19.01.2021 07:00;-7.6;10.3;118;1;63
Svalbard Lufthavn;SN99840;19.01.2021 08:00;-7.7;11.2;116;-;64
Svalbard Lufthavn;SN99840;19.01.2021 09:00;-7.7;11.2;120;-;63
Svalbard Lufthavn;SN99840;19.01.2021 10:00;-7.9;10.9;114;2;62
Svalbard Lufthavn;SN99840;19.01.2021 11:00;-8.2;11.6;115;-;62
Svalbard Lufthavn;SN99840;19.01.2021 12:00;-8.8;11.9;117;-;66
Svalbard Lufthavn;SN99840;19.01.2021 13:00;-9;10.4;122;3;64
Svalbard Lufthavn;SN99840;19.01.2021 14:00;-9.1;11.2;117;-;63
Svalbard Lufthavn;SN99840;19.01.2021 15:00;-8.9;9.4;118;-;61
Svalbard Lufthavn;SN99840;19.01.2021 16:00;-8.5;9.4;112;2;61
Svalbard Lufthavn;SN99840;19.01.2021 17:00;-8;10.8;111;-;58
Svalbard Lufthavn;SN99840;19.01.2021 18:00;-7.9;8.1;110;-;61
Svalbard Lufthavn;SN99840;19.01.2021 19:00;-7.5;6.9;111;5;59
Svalbard Lufthavn;SN99840;19.01.2021 20:00;-7.3;6.2;111;-;63
Svalbard Lufthavn;SN99840;19.01.2021 21:00;-7.1;7.9;112;-;65
Svalbard Lufthavn;SN99840;19.01.2021 22:00;-6.8;9.8;113;7;64
Svalbard Lufthavn;SN99840;19.01.2021 23:00;-7;7;111;-;65
Svalbard Lufthavn;SN99840;20.01.2021 00:00;-6.3;8.9;110;-;64
Svalbard Lufthavn;SN99840;20.01.2021 01:00;-6.9;7.6;115;7;64
Svalbard Lufthavn;SN99840;20.01.2021 02:00;-6.8;6.6;107;-;61
Svalbard Lufthavn;SN99840;20.01.2021 03:00;-6.8;7;117;-;65
Svalbard Lufthavn;SN99840;20.01.2021 04:00;-6.7;8;111;7;62
Svalbard Lufthavn;SN99840;20.01.2021 05:00;-7.4;8;116;-;60
Svalbard Lufthavn;SN99840;20.01.2021 06:00;-7;9;116;-;62
Svalbard Lufthavn;SN99840;20.01.2021 07:00;-7.2;9.1;116;2;60
Svalbard Lufthavn;SN99840;20.01.2021 08:00;-7.3;9;119;-;61
Svalbard Lufthavn;SN99840;20.01.2021 09:00;-7;8.9;118;-;61
Svalbard Lufthavn;SN99840;20.01.2021 10:00;-7.4;8.8;111;1;64
Svalbard Lufthavn;SN99840;20.01.2021 11:00;-7.4;9.1;119;-;64
Svalbard Lufthavn;SN99840;20.01.2021 12:00;-7.2;8.8;118;-;64
Svalbard Lufthavn;SN99840;20.01.2021 13:00;-7.4;7.9;117;1;67
Svalbard Lufthavn;SN99840;20.01.2021 14:00;-7.2;8.6;117;-;64
Svalbard Lufthavn;SN99840;20.01.2021 15:00;-7.2;8.4;119;-;65
Svalbard Lufthavn;SN99840;20.01.2021 16:00;-7.4;8.7;122;1;65
Svalbard Lufthavn;SN99840;20.01.2021 17:00;-7.3;9.1;116;-;58
Svalbard Lufthavn;SN99840;20.01.2021 18:00;-7.6;11.4;116;-;59
Svalbard Lufthavn;SN99840;20.01.2021 19:00;-8.3;10.4;112;3;61
Svalbard Lufthavn;SN99840;20.01.2021 20:00;-8.3;10;113;-;60
Svalbard Lufthavn;SN99840;20.01.2021 21:00;-8.5;8.6;117;-;60
Svalbard Lufthavn;SN99840;20.01.2021 22:00;-8.8;8.8;119;3;64
Svalbard Lufthavn;SN99840;20.01.2021 23:00;-9.5;9.3;117;-;63
Svalbard Lufthavn;SN99840;21.01.2021 00:00;-9.7;11.2;115;-;58
Svalbard Lufthavn;SN99840;21.01.2021 01:00;-10;10;112;2;58
Svalbard Lufthavn;SN99840;21.01.2021 02:00;-10.1;8.9;122;-;58
Svalbard Lufthavn;SN99840;21.01.2021 03:00;-10.6;9.6;122;-;59
Svalbard Lufthavn;SN99840;21.01.2021 04:00;-10.6;10.1;121;1;62
Svalbard Lufthavn;SN99840;21.01.2021 05:00;-10.6;11.2;120;-;68
Svalbard Lufthavn;SN99840;21.01.2021 06:00;-10.7;9.9;128;-;65
Svalbard Lufthavn;SN99840;21.01.2021 07:00;-10.7;8.7;128;1;65
Svalbard Lufthavn;SN99840;21.01.2021 08:00;-10.6;8.5;134;-;63
Svalbard Lufthavn;SN99840;21.01.2021 09:00;-10.3;8.5;134;-;63
Svalbard Lufthavn;SN99840;21.01.2021 10:00;-9.5;9.8;126;1;61
Svalbard Lufthavn;SN99840;21.01.2021 11:00;-9.8;9.9;128;-;63
Svalbard Lufthavn;SN99840;21.01.2021 12:00;-10.4;10.1;123;-;64
Svalbard Lufthavn;SN99840;21.01.2021 13:00;-10.8;10.1;120;1;62
Svalbard Lufthavn;SN99840;21.01.2021 14:00;-10.7;10.6;126;-;67
Svalbard Lufthavn;SN99840;21.01.2021 15:00;-10.7;8.3;127;-;67
Svalbard Lufthavn;SN99840;21.01.2021 16:00;-10.7;9.5;128;1;62
Svalbard Lufthavn;SN99840;21.01.2021 17:00;-11.3;9.5;126;-;63
Svalbard Lufthavn;SN99840;21.01.2021 18:00;-11.8;10.5;128;-;65
Svalbard Lufthavn;SN99840;21.01.2021 19:00;-12;10.1;129;1;62
Svalbard Lufthavn;SN99840;21.01.2021 20:00;-12.6;8.7;128;-;63
Svalbard Lufthavn;SN99840;21.01.2021 21:00;-12.2;9;130;-;62
Svalbard Lufthavn;SN99840;21.01.2021 22:00;-12.1;9.7;143;0;63
Svalbard Lufthavn;SN99840;21.01.2021 23:00;-11.8;9.7;145;-;63
Svalbard Lufthavn;SN99840;22.01.2021 00:00;-11.8;8.6;148;-;62
Svalbard Lufthavn;SN99840;22.01.2021 01:00;-11.5;9.2;127;0;62
Svalbard Lufthavn;SN99840;22.01.2021 02:00;-10.9;3.6;143;-;59
Svalbard Lufthavn;SN99840;22.01.2021 03:00;-12.3;7;100;-;73
Svalbard Lufthavn;SN99840;22.01.2021 04:00;-10.5;5.3;127;0;62
Svalbard Lufthavn;SN99840;22.01.2021 05:00;-10;8.1;136;-;63
Svalbard Lufthavn;SN99840;22.01.2021 06:00;-9.9;7.6;141;-;62
Svalbard Lufthavn;SN99840;22.01.2021 07:00;-9.7;6.9;141;0;64
Svalbard Lufthavn;SN99840;22.01.2021 08:00;-9.9;6.4;132;-;65
Svalbard Lufthavn;SN99840;22.01.2021 09:00;-9.5;7.9;140;-;64
Svalbard Lufthavn;SN99840;22.01.2021 10:00;-10;6.2;139;1;68
Svalbard Lufthavn;SN99840;22.01.2021 11:00;-11.6;5.7;108;-;70
Svalbard Lufthavn;SN99840;22.01.2021 12:00;-9.9;6;132;-;66
Svalbard Lufthavn;SN99840;22.01.2021 13:00;-10;6.6;147;1;63
Svalbard Lufthavn;SN99840;22.01.2021 14:00;-9.8;7.5;130;-;64
Svalbard Lufthavn;SN99840;22.01.2021 15:00;-9.6;9.4;138;-;65
Svalbard Lufthavn;SN99840;22.01.2021 16:00;-9.6;8.4;140;1;65
Svalbard Lufthavn;SN99840;22.01.2021 17:00;-9.9;7.8;130;-;67
Svalbard Lufthavn;SN99840;22.01.2021 18:00;-10.3;8.8;127;-;66
Svalbard Lufthavn;SN99840;22.01.2021 19:00;-10.8;7.5;134;1;65
Svalbard Lufthavn;SN99840;22.01.2021 20:00;-11;9.3;128;-;63
Svalbard Lufthavn;SN99840;22.01.2021 21:00;-12.7;6.3;121;-;69
Svalbard Lufthavn;SN99840;22.01.2021 22:00;-12.1;4.6;117;1;70
Svalbard Lufthavn;SN99840;22.01.2021 23:00;-13.7;5.5;133;-;76
Svalbard Lufthavn;SN99840;23.01.2021 00:00;-12.5;6.2;100;-;77
Svalbard Lufthavn;SN99840;23.01.2021 01:00;-12.1;5.4;107;1;77
Svalbard Lufthavn;SN99840;23.01.2021 02:00;-11.3;4.8;125;-;65
Svalbard Lufthavn;SN99840;23.01.2021 03:00;-10.3;6.8;139;-;60
Svalbard Lufthavn;SN99840;23.01.2021 04:00;-10.3;7.5;134;1;59
Svalbard Lufthavn;SN99840;23.01.2021 05:00;-10.7;6.5;133;-;60
Svalbard Lufthavn;SN99840;23.01.2021 06:00;-11.3;4.6;115;-;62
Svalbard Lufthavn;SN99840;23.01.2021 07:00;-11.1;4.2;128;1;62
Svalbard Lufthavn;SN99840;23.01.2021 08:00;-11.1;4.1;93;-;69
Svalbard Lufthavn;SN99840;23.01.2021 09:00;-10.4;5.2;106;-;63
Svalbard Lufthavn;SN99840;23.01.2021 10:00;-10.7;4.6;122;1;61
Svalbard Lufthavn;SN99840;23.01.2021 11:00;-11;4.6;120;-;62
Svalbard Lufthavn;SN99840;23.01.2021 12:00;-11.5;4.2;109;-;66
Svalbard Lufthavn;SN99840;23.01.2021 13:00;-12.8;5.3;106;1;74
Svalbard Lufthavn;SN99840;23.01.2021 14:00;-13.7;4.7;108;-;77
Svalbard Lufthavn;SN99840;23.01.2021 15:00;-13.7;6.7;106;-;74
Svalbard Lufthavn;SN99840;23.01.2021 16:00;-14.9;6.3;108;0;78
Svalbard Lufthavn;SN99840;23.01.2021 17:00;-14.5;5.6;111;-;75
Svalbard Lufthavn;SN99840;23.01.2021 18:00;-14.8;6.4;106;-;75
Svalbard Lufthavn;SN99840;23.01.2021 19:00;-14.2;4.2;109;0;71
Svalbard Lufthavn;SN99840;23.01.2021 20:00;-13.7;4.6;111;-;70
Svalbard Lufthavn;SN99840;23.01.2021 21:00;-14.9;6.1;113;-;76
Svalbard Lufthavn;SN99840;23.01.2021 22:00;-13;5.9;104;0;81
Svalbard Lufthavn;SN99840;23.01.2021 23:00;-14.1;5.6;113;-;71
Svalbard Lufthavn;SN99840;24.01.2021 00:00;-14.4;6;109;-;75
Svalbard Lufthavn;SN99840;24.01.2021 01:00;-13.2;5.3;107;5;73
Svalbard Lufthavn;SN99840;24.01.2021 02:00;-11.5;3.6;95;-;75
Svalbard Lufthavn;SN99840;24.01.2021 03:00;-11.5;5.4;114;-;70
Svalbard Lufthavn;SN99840;24.01.2021 04:00;-10.6;4.2;97;5;70
Svalbard Lufthavn;SN99840;24.01.2021 05:00;-10.2;4.8;105;-;66
Svalbard Lufthavn;SN99840;24.01.2021 06:00;-8.8;4.8;85;-;63
Svalbard Lufthavn;SN99840;24.01.2021 07:00;-8.9;5.7;97;5;67
Svalbard Lufthavn;SN99840;24.01.2021 08:00;-8.7;3.9;104;-;65
Svalbard Lufthavn;SN99840;24.01.2021 09:00;-8.8;5.8;147;-;66
Svalbard Lufthavn;SN99840;24.01.2021 10:00;-8.7;3.2;125;7;65
Svalbard Lufthavn;SN99840;24.01.2021 11:00;-8.9;3;90;-;67
Svalbard Lufthavn;SN99840;24.01.2021 12:00;-9;3.6;124;-;69
Svalbard Lufthavn;SN99840;24.01.2021 13:00;-9.4;5.5;99;7;72
Svalbard Lufthavn;SN99840;24.01.2021 14:00;-9.2;5.7;133;-;68
Svalbard Lufthavn;SN99840;24.01.2021 15:00;-9.4;3.9;112;-;68
Svalbard Lufthavn;SN99840;24.01.2021 16:00;-9.5;4.7;133;7;69
Svalbard Lufthavn;SN99840;24.01.2021 17:00;-9.6;7.4;143;-;66
Svalbard Lufthavn;SN99840;24.01.2021 18:00;-9.7;5.2;126;-;66
Svalbard Lufthavn;SN99840;24.01.2021 19:00;-9.2;5;131;7;62
Svalbard Lufthavn;SN99840;24.01.2021 20:00;-9.9;5.2;132;-;65
Svalbard Lufthavn;SN99840;24.01.2021 21:00;-9.4;2.7;109;-;62
Svalbard Lufthavn;SN99840;24.01.2021 22:00;-9.5;3.5;107;1;60
Svalbard Lufthavn;SN99840;24.01.2021 23:00;-9.5;7.1;167;-;61
Svalbard Lufthavn;SN99840;25.01.2021 00:00;-9.2;9.3;145;-;64
Svalbard Lufthavn;SN99840;25.01.2021 01:00;-8.2;9.4;129;1;63
Svalbard Lufthavn;SN99840;25.01.2021 02:00;-8;5.5;151;-;61
Svalbard Lufthavn;SN99840;25.01.2021 03:00;-8.7;8.9;136;-;65
Svalbard Lufthavn;SN99840;25.01.2021 04:00;-7.9;7.2;120;0;63
Svalbard Lufthavn;SN99840;25.01.2021 05:00;-7.5;10.6;125;-;62
Svalbard Lufthavn;SN99840;25.01.2021 06:00;-8.3;8.6;122;-;68
Svalbard Lufthavn;SN99840;25.01.2021 07:00;-7.7;8.8;95;0;67
Svalbard Lufthavn;SN99840;25.01.2021 08:00;-7.9;12.1;113;-;60
Svalbard Lufthavn;SN99840;25.01.2021 09:00;-8.6;11.3;118;-;60
Svalbard Lufthavn;SN99840;25.01.2021 10:00;-8.7;10.5;89;2;61
Svalbard Lufthavn;SN99840;25.01.2021 11:00;-8.6;6.8;93;-;66
Svalbard Lufthavn;SN99840;25.01.2021 12:00;-8.3;10;96;-;77
Svalbard Lufthavn;SN99840;25.01.2021 13:00;-7.4;12.9;84;6;66
Svalbard Lufthavn;SN99840;25.01.2021 14:00;-8.6;11.2;110;-;67
Svalbard Lufthavn;SN99840;25.01.2021 15:00;-9;10.6;110;-;68
Svalbard Lufthavn;SN99840;25.01.2021 16:00;-9.2;9.8;110;5;70
Svalbard Lufthavn;SN99840;25.01.2021 17:00;-9.1;9.1;97;-;65
Svalbard Lufthavn;SN99840;25.01.2021 18:00;-9.3;9.1;104;-;64
Svalbard Lufthavn;SN99840;25.01.2021 19:00;-9.4;10.3;98;6;65
Svalbard Lufthavn;SN99840;25.01.2021 20:00;-9.4;12;107;-;71
Svalbard Lufthavn;SN99840;25.01.2021 21:00;-9.7;10.9;100;-;73
Svalbard Lufthavn;SN99840;25.01.2021 22:00;-10.1;9.1;103;2;60
Svalbard Lufthavn;SN99840;25.01.2021 23:00;-10.6;9.7;103;-;61
Svalbard Lufthavn;SN99840;26.01.2021 00:00;-10.8;10.3;108;-;62
Svalbard Lufthavn;SN99840;26.01.2021 01:00;-10.7;9.5;111;0;62
Svalbard Lufthavn;SN99840;26.01.2021 02:00;-10.4;7.9;111;-;60
Svalbard Lufthavn;SN99840;26.01.2021 03:00;-10.6;8.2;112;-;65
Svalbard Lufthavn;SN99840;26.01.2021 04:00;-10.8;9.3;106;2;67
Svalbard Lufthavn;SN99840;26.01.2021 05:00;-11.3;9.7;111;-;64
Svalbard Lufthavn;SN99840;26.01.2021 06:00;-11.6;5.9;94;-;62
Svalbard Lufthavn;SN99840;26.01.2021 07:00;-11.4;7.1;101;2;62
Svalbard Lufthavn;SN99840;26.01.2021 08:00;-12.6;9.2;107;-;54
Svalbard Lufthavn;SN99840;26.01.2021 09:00;-13.4;11.4;119;-;59
Svalbard Lufthavn;SN99840;26.01.2021 10:00;-14.5;11.9;125;2;58
Svalbard Lufthavn;SN99840;26.01.2021 11:00;-15.1;10.4;129;-;57
Svalbard Lufthavn;SN99840;26.01.2021 12:00;-15;12.9;118;-;47
Svalbard Lufthavn;SN99840;26.01.2021 13:00;-15;14.9;119;0;41
Svalbard Lufthavn;SN99840;26.01.2021 14:00;-15;13.6;117;-;41
Svalbard Lufthavn;SN99840;26.01.2021 15:00;-15.7;11.8;131;-;44
Svalbard Lufthavn;SN99840;26.01.2021 16:00;-15.6;11.6;137;0;42
Svalbard Lufthavn;SN99840;26.01.2021 17:00;-15.7;9.9;123;-;42
Svalbard Lufthavn;SN99840;26.01.2021 18:00;-15.1;11.3;125;-;39
Svalbard Lufthavn;SN99840;26.01.2021 19:00;-15.1;8.2;118;0;37
Svalbard Lufthavn;SN99840;26.01.2021 20:00;-15.5;9.8;129;-;39
Svalbard Lufthavn;SN99840;26.01.2021 21:00;-15.3;10;125;-;41
Svalbard Lufthavn;SN99840;26.01.2021 22:00;-15.3;9.9;133;0;47
Svalbard Lufthavn;SN99840;26.01.2021 23:00;-14.7;8.9;138;-;52
Svalbard Lufthavn;SN99840;27.01.2021 00:00;-15.2;7.2;135;-;52
Svalbard Lufthavn;SN99840;27.01.2021 01:00;-13.9;6.9;132;0;46
Svalbard Lufthavn;SN99840;27.01.2021 02:00;-13.9;8.9;142;-;48
Svalbard Lufthavn;SN99840;27.01.2021 03:00;-14;7.8;108;-;61
Svalbard Lufthavn;SN99840;27.01.2021 04:00;-14.1;7.6;102;0;56
Svalbard Lufthavn;SN99840;27.01.2021 05:00;-13.4;7.8;109;-;57
Svalbard Lufthavn;SN99840;27.01.2021 06:00;-12.9;7.3;105;-;61
Svalbard Lufthavn;SN99840;27.01.2021 07:00;-12.4;7.6;115;0;54
Svalbard Lufthavn;SN99840;27.01.2021 08:00;-12.6;7.6;124;-;55
Svalbard Lufthavn;SN99840;27.01.2021 09:00;-12.9;8.2;128;-;57
Svalbard Lufthavn;SN99840;27.01.2021 10:00;-13;9;137;1;58
Svalbard Lufthavn;SN99840;27.01.2021 11:00;-12.9;8.6;133;-;61
Svalbard Lufthavn;SN99840;27.01.2021 12:00;-12.7;8.2;144;-;59
Svalbard Lufthavn;SN99840;27.01.2021 13:00;-12.6;7.6;132;1;61
Svalbard Lufthavn;SN99840;27.01.2021 14:00;-12.7;8.1;134;-;62
Svalbard Lufthavn;SN99840;27.01.2021 15:00;-12.7;8.3;126;-;62
Svalbard Lufthavn;SN99840;27.01.2021 16:00;-13.7;7.4;123;1;65
Svalbard Lufthavn;SN99840;27.01.2021 17:00;-14.6;6.9;130;-;69
Svalbard Lufthavn;SN99840;27.01.2021 18:00;-13.6;6.7;132;-;67
Svalbard Lufthavn;SN99840;27.01.2021 19:00;-13.9;7;125;1;65
Svalbard Lufthavn;SN99840;27.01.2021 20:00;-13.7;7.1;130;-;63
Svalbard Lufthavn;SN99840;27.01.2021 21:00;-13.6;7.7;126;-;63
Svalbard Lufthavn;SN99840;27.01.2021 22:00;-13.9;7.2;126;1;70
Svalbard Lufthavn;SN99840;27.01.2021 23:00;-14;6.8;119;-;69
Svalbard Lufthavn;SN99840;28.01.2021 00:00;-14.5;7.4;131;-;67
Svalbard Lufthavn;SN99840;28.01.2021 01:00;-15.6;8.6;142;1;65
Svalbard Lufthavn;SN99840;28.01.2021 02:00;-15.5;8;110;-;64
Svalbard Lufthavn;SN99840;28.01.2021 03:00;-15.9;8.4;127;-;58
Svalbard Lufthavn;SN99840;28.01.2021 04:00;-16.9;8.1;123;1;58
Svalbard Lufthavn;SN99840;28.01.2021 05:00;-17;9.5;114;-;58
Svalbard Lufthavn;SN99840;28.01.2021 06:00;-17.5;9.3;119;-;59
Svalbard Lufthavn;SN99840;28.01.2021 07:00;-17.2;10.5;132;1;59
Svalbard Lufthavn;SN99840;28.01.2021 08:00;-17.2;10.4;131;-;61
Svalbard Lufthavn;SN99840;28.01.2021 09:00;-17;11.1;128;-;60
Svalbard Lufthavn;SN99840;28.01.2021 10:00;-17;11.4;127;1;61
Svalbard Lufthavn;SN99840;28.01.2021 11:00;-17.3;11.8;127;-;76
Svalbard Lufthavn;SN99840;28.01.2021 12:00;-16.9;12.2;126;-;62
Svalbard Lufthavn;SN99840;28.01.2021 13:00;-16.8;12.5;125;2;63
Svalbard Lufthavn;SN99840;28.01.2021 14:00;-16.8;13.4;123;-;63
